Keyword,Currency,Avg. monthly searches,Three month change,YoY change,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Ad impression share,Organic impression share,Organic average position,In account?,In plan?,Searches: Jan 2025,Searches: Feb 2025,Searches: Mar 2025,Searches: Apr 2025,Searches: May 2025,Searches: Jun 2025,Searches: Jul 2025,Searches: Aug 2025,Searches: Sep 2025,Searches: Oct 2025,Searches: Nov 2025,Searches: Dec 2025,Search Intent,Funnel Stage
elevation glass cleaning,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
family cleaning service,PKR,50.0,,0.0,Low,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
general cleaning house,PKR,50.0,-100.0,-100.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
high glass cleaning,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
home and office cleaners,PKR,50.0,0.0,-100.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
home cleaning equipment list,PKR,50.0,-100.0,-100.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
home cleaning services in karachi,PKR,50.0,0.0,0.0,Low,30.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
home sofa cleaning machine,PKR,50.0,0.0,0.0,High,86.0,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
house cleaning carpet cleaning,PKR,50.0,,,Low,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
house cleaning in,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
house cleaning industry,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
house cleaning mission,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
house cleaning procedures,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
house cleaning process,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
house cleaning services blog,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
house cleaning specialists,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
house keeping maid,PKR,50.0,0.0,,Low,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
hy cleaning services,PKR,50.0,0.0,0.0,Low,21.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
images of house cleaning,PKR,50.0,0.0,0.0,Low,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
industrial deep clean,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
janitorial cost,PKR,50.0,0.0,-100.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
janitorial industry,PKR,50.0,-100.0,-100.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
janitorial items list,PKR,50.0,0.0,0.0,Low,14.0,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
janitorial services logo,PKR,50.0,0.0,0.0,Low,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
janitorial team,PKR,50.0,-100.0,-100.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
list for cleaner,PKR,50.0,0.0,,Low,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
logo for cleaning products,PKR,50.0,0.0,0.0,Low,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
maid list,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
maid service logo,PKR,50.0,0.0,0.0,Low,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
office business cleaning services,PKR,50.0,-100.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
office glass cleaner,PKR,50.0,-100.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
online maid service in karachi,PKR,50.0,,0.0,Low,9.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
overhead water tank cleaning near me,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
overhead water tank cleaning services,PKR,50.0,-100.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
power cleaning service,PKR,50.0,0.0,0.0,Low,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
quality home cleaners,PKR,50.0,,,Low,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
quality service cleaning,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
safe cleaning services,PKR,50.0,,,Low,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
scope cleaning services,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
scope of cleaning services,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
sofa cleaning cloth,PKR,50.0,,,Medium,43.0,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
sofa cleaning methods,PKR,50.0,-100.0,-100.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
sofa cleaning shampoo online,PKR,50.0,,,Low,14.0,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
sofa cleaning technique,PKR,50.0,0.0,-100.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
sofa cleaning with vacuum cleaner,PKR,50.0,0.0,,Low,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
sofa dirt cleaner,PKR,50.0,-100.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
sofa dry,PKR,50.0,-100.0,-100.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
sofa dry clean machine price,PKR,50.0,-100.0,-100.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
sofa machine,PKR,50.0,0.0,0.0,Low,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
sofa safai,PKR,50.0,0.0,0.0,Medium,62.0,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
sofa set dry cleaning,PKR,50.0,-100.0,-100.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
sofa set washing machine,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
sofa shampoo cleaning machine,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
sofa washing machine price,PKR,50.0,-100.0,-100.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
solar panel cleaning brush pakistan,PKR,50.0,0.0,0.0,Low,12.0,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
solar panel cleaning brush price,PKR,50.0,0.0,0.0,Low,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
staff cleaner,PKR,50.0,0.0,0.0,Low,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
sweeper services in karachi,PKR,50.0,,0.0,Low,23.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
t cleaning company,PKR,50.0,0.0,-100.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
tank cleaner karachi,PKR,50.0,0.0,0.0,Low,14.0,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
tank cleaning charges,PKR,50.0,-100.0,-100.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
tank cleaning services in karachi,PKR,50.0,-100.0,-100.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
unique maid service,PKR,50.0,-100.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
vacuum cleaner service for home,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
vision of cleaning services,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
washing cleaner near me,PKR,50.0,-100.0,-100.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
water tank cleaning contact number,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
water tank cleaning services in dha karachi,PKR,50.0,0.0,0.0,Low,11.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
wet and dry sofa cleaner,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
your maid service,PKR,50.0,0.0,-100.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
upholstery cleaning near me,PKR,50.0,0.0,0.0,Low,13.0,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
house cleaners in my area,PKR,50.0,0.0,-100.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
carpet and upholstery cleaner near me,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
house cleaning prices,PKR,50.0,0.0,0.0,Low,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
lounge cleaning near me,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
kitchen deep cleaning services,PKR,50.0,0.0,0.0,Low,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
cleaning services near me prices,PKR,50.0,,0.0,Medium,50.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
cheap house cleaning services,PKR,50.0,0.0,0.0,Low,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
cleaning services prices,PKR,50.0,0.0,0.0,Low,14.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
couch deep cleaning service,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
heavy duty cleaning services,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
home cleaners in my area,PKR,50.0,0.0,-100.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
janitorial service near me,PKR,50.0,0.0,0.0,Low,16.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
cheap house cleaners near me,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
cleaning companies in my area,PKR,50.0,0.0,-100.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
couch and carpet cleaning,PKR,50.0,0.0,,Low,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
house cleaning services in my area,PKR,50.0,0.0,-100.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
care cleaning services,PKR,50.0,0.0,0.0,Low,14.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
upholstery cleaning services near me,PKR,50.0,0.0,0.0,Medium,50.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
cleaners for hire,PKR,50.0,0.0,0.0,Low,21.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
cleaning prices,PKR,50.0,0.0,,Medium,36.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
shop cleaning services,PKR,50.0,0.0,0.0,Medium,39.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
house cleaning services prices,PKR,50.0,0.0,0.0,Low,29.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
small office cleaning services near me,PKR,50.0,-100.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
cheap cleaning service near me,PKR,50.0,,0.0,High,71.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
water tank cleaning dubai,PKR,50.0,0.0,0.0,Low,15.0,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
deep cleaning london,PKR,50.0,0.0,,Medium,38.0,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
cheap deep cleaning services,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
kitchen deep cleaning services near me,PKR,50.0,0.0,,High,75.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
deep cleaning services calgary,PKR,50.0,0.0,-100.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
carpet upholstery cleaner near me,PKR,50.0,-100.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
one off house cleaners near me,PKR,50.0,,,Low,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
tank cleaning service near me,PKR,50.0,0.0,0.0,Low,15.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
business cleaning service near me,PKR,50.0,0.0,0.0,Low,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
looking for cleaners,PKR,50.0,-100.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
deep cleaning services manchester,PKR,50.0,0.0,,Medium,50.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
sofa steam cleaning near me,PKR,50.0,0.0,,High,71.0,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
cheap couch cleaning service,PKR,50.0,0.0,-100.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
sofa cleaners in my area,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
home washing,PKR,50.0,0.0,,Medium,50.0,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
furniture cleaners in my area,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
weekly house cleaning service,PKR,50.0,0.0,0.0,Low,21.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
best home cleaning services dubai,PKR,50.0,-100.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Commercial,MOFU (Consideration)
cheap home cleaning services near me,PKR,50.0,0.0,-100.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
upholstery cleaning company near me,PKR,50.0,0.0,0.0,Medium,50.0,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
cleaning company prices,PKR,50.0,0.0,0.0,Low,14.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
cleaning services dubai near me,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
rug and upholstery cleaning near me,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
home deep cleaning services dubai,PKR,50.0,0.0,0.0,Low,22.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
home cleaning prices,PKR,50.0,0.0,0.0,Low,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
steam cleaning couch service,PKR,50.0,0.0,-100.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
cleaning service in my area,PKR,50.0,0.0,-100.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
cheap sofa cleaning services,PKR,50.0,0.0,-100.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
deep cleaning services glasgow,PKR,50.0,,,Low,14.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
cushion cleaning service,PKR,50.0,-100.0,-100.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
furniture steam cleaning near me,PKR,50.0,-100.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
upholstery cleaning prices,PKR,50.0,-100.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
couch and carpet cleaning service,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
clean my house near me,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
clean furniture near me,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
house and carpet cleaning,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
one off cleaning services,PKR,50.0,-100.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
heavy duty cleaning,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
interior house cleaning services near me,PKR,50.0,0.0,-100.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
cleaning business services,PKR,50.0,0.0,0.0,Low,21.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
house cleaning companies in my area,PKR,50.0,0.0,-100.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
cleaning couches near me,PKR,50.0,-100.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
rain water tank cleaning,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
home cleaning services in my area,PKR,50.0,0.0,-100.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
cheap house cleaning service near me,PKR,50.0,,0.0,High,71.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
wash sofa service,PKR,50.0,0.0,,High,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
bath cleaning services,PKR,50.0,0.0,0.0,Low,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
cushion cleaning near me,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
sofa clean near me,PKR,50.0,0.0,0.0,Medium,43.0,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
intense cleaning services,PKR,50.0,-100.0,-100.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
helping cleaning service,PKR,50.0,0.0,0.0,Medium,57.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
deep clean prices,PKR,50.0,0.0,0.0,Low,11.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
terrace cleaning services,PKR,50.0,,,Medium,57.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
water tank cleaning auckland,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
clean my sofa near me,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
house deep cleaning services dubai,PKR,50.0,0.0,-100.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
online cleaning services dubai,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
upholstery and carpet cleaner near me,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
cleaning company surrey,PKR,50.0,0.0,-100.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
big cleaning company,PKR,50.0,0.0,-100.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
sofa and curtain cleaning,PKR,50.0,0.0,,High,86.0,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
upholstery sofa cleaner,PKR,50.0,0.0,0.0,Low,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
rain water tank cleaning near me,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
surrey cleaning services,PKR,50.0,,,High,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
detail house cleaning near me,PKR,50.0,,,High,86.0,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
london deep cleaning services,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
house cleaning and disinfecting services near me,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
cleaning offices near me,PKR,50.0,0.0,0.0,Low,31.0,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
water tank cleaning company,PKR,50.0,0.0,0.0,Medium,57.0,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
sofa and mattress cleaning services,PKR,50.0,0.0,0.0,Low,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
empty house cleaning,PKR,50.0,-100.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
sofa cleaning solution,PKR,50.0,0.0,0.0,Low,21.0,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
cleaning upholstery near me,PKR,50.0,0.0,0.0,Low,13.0,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
one of cleaning service,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
water tank cleaning cost,PKR,50.0,-100.0,-100.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
cleaning cost,PKR,50.0,0.0,0.0,Medium,36.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
heavy duty home cleaning services,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
villa cleaning services,PKR,50.0,0.0,0.0,Low,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
house deep cleaning services london,PKR,50.0,0.0,-100.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
deep cleaning crew,PKR,50.0,-100.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
cleaning sofa near me,PKR,50.0,-100.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
toilet cleaning company,PKR,50.0,0.0,0.0,Low,23.0,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
deep cleaning services in my area,PKR,50.0,0.0,-100.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
house cleaning work,PKR,50.0,0.0,0.0,Medium,50.0,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
carpet and furniture cleaner near me,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
types of house cleaning services,PKR,50.0,0.0,-100.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
vacant home cleaning services,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
cheap sofa cleaning,PKR,50.0,,0.0,High,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
best upholstery cleaning near me,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Commercial,MOFU (Consideration)
water tank cleaning company in dubai,PKR,50.0,0.0,0.0,Low,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
cheap couch cleaning,PKR,50.0,,0.0,High,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
villa cleaning,PKR,50.0,0.0,0.0,Low,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
water tank cleaning dubai price,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
clean sofa near me,PKR,50.0,0.0,0.0,Unknown,,0.0,0.0,,,,,,,,,,,,,,,,,,Informational,TOFU (Awareness)
cleaning service prices near me,PKR,50.0,0.0,0.0,High,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,Transactional,BOFU (Conversion)
